"Product","Brand","Variant","Size_liter","Pack","Market","Period","Value_1000_EUR","Volume_1000_liter","Price_per_liter","Dis_weight","Dis_num","Promo_value_1000_EUR","Non_promo_value_1000_EUR","Promo_volume_1000_liter","Non_promo_volume_1000_liter"
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2022-11-07,1.3033,1.126,1.15746003552398,91.75,90.5,0.1876,1.1157,0.187,0.939
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2022-12-05,1.5927,1.348,1.18152818991098,92.5,91.75,0.0659,1.5268,0.065,1.283
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-01-02,1.4039,1.225,1.14604081632653,93,91.75,0.259,1.1449,0.263,0.962
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-01-30,1.3714,1.161,1.18122308354866,92,91.25,0.0492,1.3222,0.05,1.111
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-02-27,1.3653,1.208,1.13021523178808,89.75,89,0.3554,1.0099,0.359,0.849
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-03-27,1.4206,1.234,1.15121555915721,91.25,90.25,0.2276,1.193,0.231,1.003
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-04-24,1.549,1.343,1.15338793745346,91.5,90.5,0.1799,1.3691,0.189,1.154
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-05-22,1.5474,1.329,1.16433408577878,92,91.75,0.208,1.3394,0.203,1.126
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-06-19,1.7837,1.56,1.14339743589744,93,92.5,0.3798,1.4039,0.378,1.182
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-07-17,2.1929,1.857,1.1808831448573,93.25,93,0.0924,2.1005,0.091,1.766
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-08-14,1.506,1.355,1.11143911439114,92.25,93.25,0.5015,1.0045,0.509,0.846
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-09-11,0.5375,0.475,1.13157894736842,71.75,72.25,0.0905,0.447,0.099,0.376
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-10-09,0.1764,0.156,1.13076923076923,30,30.75,0.0227,0.1537,0.027,0.129
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-11-06,0.0372,0.036,1.03333333333333,13.75,13.5,0.016,0.0212,0.018,0.018
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2023-12-04,0.0167,0.016,1.04375,3.25,3.75,0,0.0167,0,0.016
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2024-01-01,0,0,0,0.666666666666667,0.666666666666667,0,0,0,0
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2024-01-29,0,0,0,0,0,0,0,0,0
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2024-02-26,6e-04,0.001,0.6,1,0,0,6e-04,0,0.001
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2024-03-25,0,0,0,1,0,0,0,0,0
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2024-04-22,0,0,0,0,0,0,0,0,0
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2024-05-20,0,0,0,0,0,0,0,0,0
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2024-06-17,0,0,0,0,0,0,0,0,0
"Flirtea PFIRSICH PET 1 Liter","Flirtea","PFIRSICH","1","PET","Retailer B",2024-07-15,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2022-08-15,19.4707,24.0886,0.80829521018241,38.75,21,6.949,12.5217,9.9163,14.1723
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2022-09-12,17.1355,23.1528,0.740104868525621,38.25,21.25,9.4244,7.7111,14.2034,8.9494
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2022-10-10,16.7659,21.5859,0.77670609054985,39.75,21.25,7.0731,9.6928,10.6262,10.9597
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2022-11-07,19.1367,22.3569,0.855963930598607,39.5,20.75,5.4521,13.6846,6.8589,15.498
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2022-12-05,17.1536,23.7765,0.721451853721111,39,21,8.267,8.8866,13.776,10.0005
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-01-02,18.6208,21.2008,0.878306479000792,39.25,21.25,2.5661,16.0547,3.133,18.0678
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-01-30,16.7106,22.5854,0.739885058489112,38,21,9.2584,7.4522,14.18,8.4054
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-02-27,18.2674,24.9463,0.73226891362647,37.75,21.5,10.9669,7.3005,16.3976,8.5487
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-03-27,18.1858,24.1064,0.754397172535094,38,21.75,8.0821,10.1037,12.4719,11.6345
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-04-24,18.7779,22.0937,0.849921018208811,34.75,21,3.7221,15.0558,4.7839,17.3098
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-05-22,18.503,23.7272,0.779822313631613,36.5,21,7.6166,10.8864,11.4495,12.2777
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-06-19,21.9211,24.5272,0.893746534459702,36.25,21,3.1202,18.8009,3.9108,20.6164
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-07-17,22.6721,34.6271,0.654750181216446,37.25,22,22.1301,0.542000000000004,33.9889,0.638200000000004
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-08-14,21.6372,24.4453,0.885127202366099,37.25,22,2.3565,19.2807,2.9362,21.5091
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-09-11,19.6733,21.8379,0.900878747498615,35.25,21,6.958,12.7153,8.2289,13.609
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-10-09,17.9106,23.9525,0.747754931635529,37.25,21,12.2795,5.6311,17.8706,6.0819
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-11-06,19.7986,20.079,0.986035161113601,35.75,20.75,3.2011,16.5975,3.7004,16.3786
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2023-12-04,22.2007,20.8112,1.06676693318982,37.75,20.75,2.9391,19.2616,3.0724,17.7388
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2024-01-01,20.0202,18.9231,1.05797675856493,36.75,21,4.0921,15.9281,4.2858,14.6373
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2024-01-29,18.7952,17.6328,1.06592259879316,35.75,21,2.655,16.1402,2.8095,14.8233
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2024-02-26,21.4503,26.3043,0.815467433081283,38.25,21.75,19.7301,1.7202,24.6897,1.61460000000001
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2024-03-25,22.9305,21.7716,1.05322989582759,36.75,22,4.7453,18.1852,4.8965,16.8751
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2024-04-22,22.5333,21.6087,1.04278832137056,37.5,22,5.8357,16.6976,6.1886,15.4201
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2024-05-20,25.3428,25.8272,0.981244579358196,40.5,23.5,8.9614,16.3814,10.7462,15.081
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2024-06-17,28.3207,34.2025,0.828030114757693,61,37.75,19.7946,8.5261,25.6937,8.5088
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Total Market",2024-07-15,21.2715,20.0444,1.06121909361218,67.5,43.5,2.3731,18.8984,2.5389,17.5055
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2022-08-15,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2022-09-12,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2022-10-10,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2022-11-07,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2022-12-05,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-01-02,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-01-30,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-02-27,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-03-27,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-04-24,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-05-22,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-06-19,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-07-17,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-08-14,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-09-11,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-10-09,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-11-06,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2023-12-04,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2024-01-01,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2024-01-29,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2024-02-26,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2024-03-25,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2024-04-22,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2024-05-20,0.3219,0.304,1.05888157894737,11,9.5,0,0.3219,0,0.304
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2024-06-17,2.4638,2.311,1.06611856339247,53,50.5,0.2953,2.1685,0.316,1.995
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer A",2024-07-15,3.121,2.927,1.06627946703109,69.5,68,0.4021,2.7189,0.428,2.499
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2022-08-15,6.8206,8.445,0.807649496743635,98,97.5,2.4795,4.3411,3.525,4.92
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2022-09-12,5.817,7.886,0.737636317524727,98,97.75,3.3796,2.4374,5.055,2.831
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2022-10-10,5.5564,7.141,0.778098305559445,98.75,98.5,2.3539,3.2025,3.521,3.62
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2022-11-07,6.541,7.645,0.855591890124264,98.5,97.5,2.0664,4.4746,2.573,5.072
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2022-12-05,5.8364,8.126,0.718237755353187,97.5,96.5,3.0134,2.823,4.95,3.176
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-01-02,6.3376,7.222,0.87754084741069,98.5,97.75,1.0393,5.2983,1.263,5.959
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-01-30,5.468,7.363,0.742632079315496,98.5,98,3.1321,2.3359,4.735,2.628
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-02-27,6.2364,8.475,0.735858407079646,99.25,99.25,3.8163,2.4201,5.626,2.849
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-03-27,5.7481,8.28,0.694214975845411,99.75,99.5,3.6593,2.0888,5.769,2.511
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-04-24,6.4926,7.625,0.851488524590164,100,100,1.2531,5.2395,1.586,6.039
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-05-22,6.4659,7.5,0.86212,99.25,99,2.4211,4.0448,2.941,4.559
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-06-19,7.3189,8.059,0.908164784712744,99.75,99.5,1.2939,6.025,1.555,6.504
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-07-17,7.7934,11.843,0.658059613273664,99.5,99.5,7.6604,0.133000000000001,11.701,0.142
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-08-14,7.4166,8.386,0.88440257572144,99.25,99.25,0.7837,6.6329,0.966,7.42
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-09-11,7.0252,7.798,0.900897666068223,98.75,98.5,2.7455,4.2797,3.231,4.567
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-10-09,6.2828,8.349,0.752521260031142,99.25,99,4.3453,1.9375,6.253,2.096
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-11-06,6.9,6.98,0.988538681948424,98.75,98.25,1.168,5.732,1.327,5.653
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2023-12-04,7.3686,6.889,1.069618231964,98.5,97.25,0.8906,6.478,0.929,5.96
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2024-01-01,6.9112,6.529,1.05853882677286,98.75,98,1.5426,5.3686,1.598,4.931
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2024-01-29,6.4612,6.037,1.07026668875269,98.25,97.5,0.8119,5.6493,0.848,5.189
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2024-02-26,7.2858,8.913,0.81743520700101,99.25,98.75,6.724,0.561799999999999,8.389,0.524
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2024-03-25,7.8107,7.408,1.0543601511879,98.5,98.25,1.8938,5.9169,1.936,5.472
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2024-04-22,7.4897,7.142,1.04868384206105,98.75,98,1.9948,5.4949,2.079,5.063
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2024-05-20,8.3553,8.463,0.987274016306274,98.25,97.75,2.955,5.4003,3.496,4.967
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2024-06-17,8.7471,10.882,0.803813637199044,99.75,99.5,6.6974,2.0497,8.743,2.139
"Flirtea ZITRONE Glass 1 Liter","Flirtea","ZITRONE","1","Glass","Retailer B",2024-07-15,6.2419,5.878,1.06190881252127,98.5,98.25,0.7985,5.4434,0.833,5.045
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2022-08-15,6.8692,6.1032,1.12550793026609,38.5,20.25,6.2863,0.5829,5.5681,0.5351
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2022-09-12,6.5451,5.6634,1.15568386481619,36.75,19,2.5919,3.9532,2.332,3.3314
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2022-10-10,6.2878,5.397,1.16505465999629,38,19,0.9689,5.3189,0.9161,4.4809
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2022-11-07,6.0976,5.2093,1.17052195112587,38.25,19,0.5968,5.5008,0.5713,4.638
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2022-12-05,6.0858,5.2281,1.16405577552074,37.75,19,0.455,5.6308,0.4922,4.7359
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-01-02,5.7582,5.0493,1.14039569841364,37.5,19,1.0584,4.6998,1.085,3.9643
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-01-30,6.3493,5.4114,1.1733192889086,36.75,19,0.3657,5.9836,0.3772,5.0342
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-02-27,6.5036,5.8485,1.11201162691288,36.5,19.75,1.6374,4.8662,1.7428,4.1057
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-03-27,6.6196,5.8306,1.13532055020067,36.5,20,1.2966,5.323,1.3477,4.4829
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-04-24,7.0555,6.1061,1.15548386040189,34.5,20,0.9315,6.124,0.9285,5.1776
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-05-22,7.125,6.0797,1.17193282563284,35.75,20,0.6557,6.4693,0.6303,5.4494
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-06-19,8.5456,7.4808,1.14233771789113,36,20.75,1.7954,6.7502,1.7888,5.692
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-07-17,9.0026,7.666,1.17435429167754,36.5,21,0.5497,8.4529,0.5504,7.1156
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-08-14,3.1723,2.8798,1.10156955344121,32.25,19.25,1.0234,2.1489,1.0658,1.814
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-09-11,0.9753,0.8819,1.10590769928563,14.5,9.75,0.1838,0.7915,0.216,0.6659
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-10-09,0.408,0.3652,1.11719605695509,6.5,4.5,0.0658,0.3422,0.0761,0.2891
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-11-06,0.1618,0.1573,1.02860775588048,3,2.25,0.0468,0.115,0.0591,0.0982
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2023-12-04,0.069,0.0602,1.14617940199336,1.25,1,0.0039,0.0651,0.005,0.0552
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2024-01-01,0.026,0.024,1.08333333333333,0.25,0.25,0.0051,0.0209,0.006,0.018
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2024-01-29,0.0208,0.022,0.945454545454546,0,0,0.0012,0.0196,0.002,0.02
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2024-02-26,0.0036,0.004,0.9,0,0,0,0.0036,0,0.004
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2024-03-25,0.0018,0.002,0.9,0,0,0,0.0018,0,0.002
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2024-04-22,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2024-05-20,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2024-06-17,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Total Market",2024-07-15,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2022-08-15,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2022-09-12,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2022-10-10,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2022-11-07,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2022-12-05,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-01-02,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-01-30,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-02-27,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-03-27,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-04-24,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-05-22,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-06-19,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-07-17,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-08-14,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-09-11,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-10-09,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-11-06,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2023-12-04,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2024-01-01,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2024-01-29,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2024-02-26,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2024-03-25,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2024-04-22,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2024-05-20,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2024-06-17,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer A",2024-07-15,0,0,0,0,0,0,0,0,0
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer B",2022-08-15,1.5605,1.385,1.12671480144404,94.25,93,1.3945,0.166,1.241,0.144
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer B",2022-09-12,1.4932,1.303,1.14597083653108,92,90.25,0.5891,0.9041,0.542,0.761
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer B",2022-10-10,1.4193,1.199,1.1837364470392,91,88.25,0.0446,1.3747,0.043,1.156
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer B",2022-11-07,1.4358,1.229,1.16826688364524,91,88,0.1663,1.2695,0.158,1.071
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer B",2022-12-05,1.4593,1.247,1.17024859663192,91.5,90,0.0829,1.3764,0.09,1.157
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer B",2023-01-02,1.2912,1.13,1.14265486725664,92,89.5,0.2405,1.0507,0.247,0.883
"Flirtea ZITRONE PET 1 Liter","Flirtea","ZITRONE","1","PET","Retailer B",2023-01-30,1.391,1.178,1.18081494057725,89.25,86.5,0.0484,1.3426,0.049,1.129
