"Date";"Store";"Category";"Brand";"Sales_Amount";"Units_Sold";"Customer_Age"
2023-03-15;"Store 9";"Sports";"Reebok";280,25;8;18
2023-01-04;"Store 9";"Toys";"Fisher-Price";168,85;8;40
2023-03-01;"Store 7";"Electronics";"Panasonic";1108,1;2;36
2023-01-30;"Store 5";"Clothing";"Adidas";502,4;7;29
2023-06-16;"Store 5";"Grocery";"Trader Joe's";58,59;18;25
2023-12-10;"Store 6";"Grocery";"Walmart";55,38;8;31
2023-06-10;"Store 1";"Grocery";"Whole Foods";21,78;12;34
2023-10-07;"Store 8";"Grocery";"Trader Joe's";79,07;15;29
2023-09-03;"Store 7";"Toys";"LEGO";323,4;5;57
2023-04-17;"Store 6";"Sports";"Reebok";175,25;3;58
2023-08-10;"Store 3";"Clothing";"H&M";358,86;2;44
2023-06-22;"Store 9";"Sports";"Wilson";360,65;6;26
2023-03-04;"Store 6";"Clothing";"Zara";289,48;4;21
2023-02-25;"Store 6";"Grocery";"Target";23,63;4;23
2023-11-21;"Store 1";"Toys";"LEGO";148,44;1;26
2023-07-04;"Store 2";"Sports";"Spalding";388,06;1;29
2023-07-17;"Store 5";"Toys";"Fisher-Price";298,79;6;29
2023-11-12;"Store 9";"Grocery";"Walmart";46,03;9;18
2023-05-05;"Store 7";"Clothing";"H&M";382,55;2;49
2023-05-21;"Store 9";"Furniture";"IKEA";387,66;2;34
2023-01-13;"Store 6";"Clothing";"Puma";273,65;8;50
2023-01-09;"Store 7";"Grocery";"Trader Joe's";49,95;9;25
2023-02-20;"Store 3";"Clothing";"H&M";330,03;5;44
2023-05-05;"Store 3";"Furniture";"Ashley";591,9;1;39
2023-01-03;"Store 3";"Electronics";"Panasonic";713,33;2;26
2023-03-18;"Store 5";"Clothing";"Adidas";314,53;4;28
2023-06-08;"Store 5";"Sports";"Reebok";161,24;2;44
2023-12-08;"Store 5";"Clothing";"Puma";262,56;8;35
2023-12-29;"Store 4";"Electronics";"Apple";1515,76;3;36
2023-07-04;"Store 3";"Grocery";"Whole Foods";27,72;12;18
2023-10-03;"Store 6";"Clothing";"Adidas";417,07;2;40
2023-05-09;"Store 2";"Toys";"Hasbro";72,84;3;31
2023-12-07;"Store 9";"Electronics";"Apple";1110,92;3;18
2023-02-01;"Store 8";"Electronics";"LG";261,75;2;31
2023-07-19;"Store 7";"Toys";"Nintendo";196,34;4;32
2023-04-02;"Store 5";"Grocery";"Walmart";55,73;15;32
2023-10-07;"Store 9";"Toys";"Hasbro";231,6;5;21
2023-02-08;"Store 7";"Toys";"Nintendo";114,05;1;18
2023-11-14;"Store 6";"Sports";"Under Armour";10;3;34
2023-08-23;"Store 7";"Electronics";"Samsung";718,73;2;45
2023-09-08;"Store 8";"Clothing";"Zara";156,53;9;38
2023-06-30;"Store 10";"Furniture";"IKEA";652,46;2;47
2023-05-04;"Store 4";"Clothing";"Zara";397,66;9;29
2023-03-20;"Store 2";"Grocery";"Walmart";64,74;4;35
2023-05-08;"Store 7";"Clothing";"Puma";414,61;1;51
2023-10-31;"Store 9";"Grocery";"Costco";67,99;15;30
2023-11-18;"Store 7";"Clothing";"H&M";310,85;8;50
2023-05-26;"Store 9";"Clothing";"Adidas";467,84;2;34
2023-10-11;"Store 7";"Toys";"Fisher-Price";202,42;7;22
2023-07-07;"Store 3";"Clothing";"Nike";466,91;6;37
2023-01-30;"Store 7";"Clothing";"Zara";395,19;8;31
2023-08-19;"Store 8";"Grocery";"Whole Foods";40,1;6;44
2023-04-20;"Store 7";"Clothing";"Nike";253,53;6;26
2023-07-09;"Store 5";"Grocery";"Whole Foods";23,83;11;43
2023-10-29;"Store 2";"Grocery";"Trader Joe's";52,8;20;21
2023-07-22;"Store 10";"Electronics";"Apple";964,62;3;50
2023-12-12;"Store 3";"Clothing";"Adidas";327,34;4;22
2023-08-12;"Store 8";"Clothing";"H&M";450,98;9;34
2023-03-17;"Store 9";"Clothing";"H&M";305,9;1;18
2023-04-22;"Store 8";"Toys";"Nintendo";219,49;1;37
2023-04-24;"Store 9";"Grocery";"Walmart";45,1;6;37
2023-01-02;"Store 10";"Grocery";"Target";45,27;18;38
2023-03-09;"Store 8";"Grocery";"Whole Foods";44,12;15;33
2023-02-01;"Store 4";"Toys";"Fisher-Price";187,14;8;53
2023-10-14;"Store 9";"Clothing";"H&M";344,99;3;33
2023-05-01;"Store 4";"Clothing";"Adidas";268,16;4;42
2023-04-21;"Store 7";"Clothing";"Zara";131,69;9;32
2023-09-22;"Store 2";"Clothing";"Zara";249,34;1;35
2023-03-22;"Store 3";"Grocery";"Target";32,57;6;33
2023-06-17;"Store 9";"Grocery";"Costco";28,75;11;44
2023-08-04;"Store 3";"Grocery";"Whole Foods";49,43;19;29
2023-06-19;"Store 4";"Grocery";"Target";48,91;12;42
2023-02-23;"Store 2";"Clothing";"Nike";459,93;3;33
2023-06-27;"Store 1";"Toys";"Nintendo";163,79;1;26
2023-07-28;"Store 2";"Toys";"LEGO";141,43;3;24
2023-06-12;"Store 3";"Grocery";"Walmart";44,05;1;23
2023-10-11;"Store 7";"Furniture";"West Elm";545,48;1;29
2023-11-13;"Store 4";"Grocery";"Walmart";70,77;14;25
2023-03-01;"Store 2";"Clothing";"Nike";336,19;3;61
2023-06-10;"Store 5";"Clothing";"H&M";428,52;10;54
2023-11-28;"Store 10";"Electronics";"Apple";1589,99;1;42
2023-01-16;"Store 4";"Toys";"Fisher-Price";305,62;5;34
2023-05-01;"Store 10";"Clothing";"Zara";261,67;6;54
2023-09-05;"Store 3";"Clothing";"H&M";425,18;1;18
2023-11-04;"Store 5";"Clothing";"H&M";326,95;3;18
2023-09-02;"Store 1";"Toys";"Hasbro";304,59;2;19
2023-12-04;"Store 9";"Sports";"Reebok";437,31;2;44
2023-07-27;"Store 3";"Grocery";"Costco";61,99;14;23
2023-09-25;"Store 7";"Grocery";"Walmart";89,14;19;54
2023-07-09;"Store 10";"Electronics";"Panasonic";787,65;3;39
2023-05-15;"Store 2";"Clothing";"Adidas";175,42;10;22
2023-11-15;"Store 1";"Toys";"LEGO";261,99;4;33
2023-03-20;"Store 1";"Toys";"Hasbro";77,27;6;42
2023-04-23;"Store 5";"Grocery";"Whole Foods";61,26;1;20
2023-05-19;"Store 5";"Grocery";"Costco";49,02;1;37
2023-11-19;"Store 9";"Sports";"Under Armour";210,6;8;47
2023-09-05;"Store 2";"Clothing";"Zara";212,67;1;41
2023-08-30;"Store 8";"Electronics";"Sony";855,16;2;29
2023-03-16;"Store 1";"Grocery";"Costco";64,36;12;43
2023-01-28;"Store 5";"Grocery";"Whole Foods";46,54;12;34
2023-06-28;"Store 5";"Sports";"Decathlon";262,83;8;21
2023-01-05;"Store 2";"Grocery";"Walmart";42,47;17;59
2023-10-15;"Store 5";"Sports";"Wilson";192,56;1;32
2023-05-25;"Store 1";"Clothing";"Nike";221;8;39
2023-04-10;"Store 9";"Toys";"Fisher-Price";111,82;1;28
2023-09-23;"Store 1";"Grocery";"Whole Foods";53,94;15;27
2023-08-02;"Store 3";"Grocery";"Whole Foods";30,19;15;34
2023-09-27;"Store 9";"Clothing";"Puma";172,2;6;33
2023-11-20;"Store 10";"Clothing";"H&M";330,1;7;42
2023-12-07;"Store 9";"Toys";"Fisher-Price";337,58;3;18
2023-06-21;"Store 6";"Grocery";"Costco";54,03;4;35
2023-10-01;"Store 1";"Clothing";"Adidas";188,65;3;49
2023-06-14;"Store 8";"Clothing";"Adidas";610,68;7;39
2023-10-04;"Store 1";"Electronics";"Samsung";759,31;3;31
2023-10-16;"Store 5";"Electronics";"Sony";1017,43;2;47
2023-08-03;"Store 3";"Grocery";"Target";22,33;5;32
2023-12-02;"Store 2";"Grocery";"Walmart";70,07;1;66
2023-05-04;"Store 6";"Sports";"Spalding";237,39;8;18
2023-01-25;"Store 8";"Toys";"Hasbro";216,91;3;39
2023-11-06;"Store 9";"Clothing";"H&M";481,34;2;34
2023-05-01;"Store 2";"Grocery";"Target";65,61;17;28
2023-10-03;"Store 5";"Grocery";"Costco";73,79;16;46
2023-10-11;"Store 7";"Grocery";"Walmart";52,2;2;38
2023-06-13;"Store 3";"Grocery";"Trader Joe's";44,69;8;29
2023-11-11;"Store 1";"Sports";"Wilson";234,96;7;36
2023-09-19;"Store 7";"Toys";"Nintendo";220,6;6;40
2023-12-20;"Store 9";"Grocery";"Costco";36,77;16;39
2023-07-29;"Store 7";"Clothing";"Adidas";437,15;8;38
2023-11-25;"Store 5";"Grocery";"Whole Foods";48,05;2;40
2023-07-09;"Store 5";"Grocery";"Target";24,8;5;26
2023-11-26;"Store 2";"Electronics";"LG";1174,25;2;42
2023-03-03;"Store 2";"Sports";"Reebok";89,6;1;29
2023-09-15;"Store 10";"Sports";"Spalding";167,39;3;41
2023-03-19;"Store 3";"Clothing";"Nike";331,86;7;37
2023-06-18;"Store 7";"Grocery";"Whole Foods";28,74;16;41
2023-02-12;"Store 10";"Furniture";"West Elm";441,86;1;41
2023-02-12;"Store 4";"Grocery";"Target";81,44;3;18
2023-05-23;"Store 9";"Grocery";"Walmart";57,39;7;50
2023-10-13;"Store 10";"Furniture";"Ashley";637,3;2;31
2023-09-13;"Store 7";"Toys";"LEGO";283,99;6;47
2023-01-01;"Store 1";"Furniture";"Ashley";546,57;1;34
2023-03-27;"Store 1";"Grocery";"Whole Foods";61,91;17;40
2023-06-02;"Store 4";"Clothing";"Adidas";348,43;6;29
2023-01-11;"Store 8";"Grocery";"Target";62,04;10;37
2023-12-27;"Store 8";"Toys";"LEGO";329,88;7;45
2023-10-16;"Store 3";"Electronics";"Sony";999,83;1;29
2023-11-17;"Store 1";"Electronics";"Sony";1299,68;3;18
2023-07-08;"Store 8";"Grocery";"Trader Joe's";56,76;8;25
2023-10-24;"Store 3";"Grocery";"Trader Joe's";32,75;9;25
2023-08-20;"Store 4";"Sports";"Under Armour";377,87;3;23
2023-07-17;"Store 4";"Clothing";"Zara";155,24;6;27
2023-03-25;"Store 3";"Sports";"Wilson";52,47;8;59
2023-01-22;"Store 2";"Grocery";"Trader Joe's";36,69;15;28
2023-12-29;"Store 10";"Sports";"Spalding";273,3;7;42
2023-04-12;"Store 9";"Grocery";"Walmart";59,81;20;36
2023-09-01;"Store 4";"Grocery";"Trader Joe's";75,27;8;34
2023-06-08;"Store 10";"Toys";"Fisher-Price";263,52;5;22
2023-12-31;"Store 9";"Grocery";"Walmart";42,92;9;45
2023-04-05;"Store 6";"Clothing";"H&M";366,37;2;50
2023-08-14;"Store 10";"Sports";"Spalding";313,31;6;25
2023-06-29;"Store 3";"Clothing";"Zara";554,6;5;48
2023-12-04;"Store 2";"Clothing";"Puma";395,48;4;45
2023-10-06;"Store 2";"Clothing";"Puma";350,43;6;29
2023-10-30;"Store 8";"Grocery";"Costco";48,64;1;35
2023-02-13;"Store 7";"Grocery";"Trader Joe's";56,75;6;48
2023-08-31;"Store 10";"Grocery";"Target";29,02;5;33
2023-06-21;"Store 10";"Toys";"Hasbro";51,66;8;27
2023-08-07;"Store 2";"Grocery";"Walmart";61,52;6;38
2023-06-29;"Store 10";"Grocery";"Walmart";59,31;2;28
2023-09-17;"Store 5";"Grocery";"Whole Foods";44,04;2;31
2023-06-20;"Store 1";"Clothing";"Puma";249,75;10;53
2023-12-11;"Store 7";"Electronics";"Apple";649,75;1;18
2023-05-14;"Store 2";"Grocery";"Whole Foods";42,72;15;44
2023-10-16;"Store 3";"Clothing";"Zara";348,24;9;41
2023-10-22;"Store 3";"Clothing";"Adidas";369,01;2;32
2023-09-24;"Store 7";"Clothing";"Adidas";296,94;5;34
2023-12-31;"Store 2";"Electronics";"LG";1014,27;1;26
2023-09-30;"Store 1";"Electronics";"LG";1176,81;3;42
2023-03-15;"Store 7";"Grocery";"Costco";51,18;7;20
2023-08-20;"Store 3";"Toys";"Nintendo";193,09;4;27
2023-12-18;"Store 2";"Grocery";"Walmart";46,53;10;32
2023-09-14;"Store 9";"Furniture";"Ashley";778,28;1;26
2023-01-16;"Store 9";"Grocery";"Costco";64,65;3;29
2023-10-27;"Store 6";"Furniture";"Ashley";817,64;2;46
2023-06-09;"Store 7";"Grocery";"Trader Joe's";51,59;2;32
2023-05-27;"Store 9";"Grocery";"Costco";78,05;19;41
2023-01-05;"Store 8";"Grocery";"Trader Joe's";67,34;12;29
2023-05-07;"Store 8";"Clothing";"H&M";228,59;6;63
2023-10-12;"Store 10";"Sports";"Reebok";140,24;4;41
2023-03-24;"Store 8";"Furniture";"West Elm";582,06;2;46
2023-08-15;"Store 3";"Grocery";"Target";34,81;9;51
2023-06-14;"Store 4";"Toys";"Hasbro";325,28;8;36
2023-09-28;"Store 7";"Sports";"Wilson";162,9;3;29
2023-01-09;"Store 1";"Furniture";"Wayfair";706,63;2;29
2023-04-13;"Store 10";"Clothing";"Adidas";361,16;2;37
2023-04-03;"Store 6";"Toys";"Fisher-Price";165,96;7;30
2023-01-06;"Store 10";"Grocery";"Whole Foods";79,46;11;35
2023-05-09;"Store 3";"Sports";"Decathlon";95,69;3;22
2023-10-09;"Store 7";"Grocery";"Costco";82,47;4;22
2023-02-12;"Store 2";"Electronics";"Panasonic";1013,33;3;43
2023-01-14;"Store 5";"Toys";"Hasbro";359,42;7;47
2023-12-16;"Store 2";"Electronics";"Samsung";1158,16;1;42
2023-06-20;"Store 1";"Toys";"LEGO";208,62;6;29
2023-06-16;"Store 2";"Clothing";"Puma";593,08;2;44
2023-06-18;"Store 9";"Furniture";"Wayfair";413,76;2;37
2023-04-28;"Store 9";"Clothing";"Adidas";291,7;10;28
2023-03-20;"Store 10";"Clothing";"Nike";301,74;7;22
2023-02-04;"Store 9";"Grocery";"Walmart";46,54;3;69
2023-07-01;"Store 4";"Grocery";"Costco";61,14;8;27
2023-02-05;"Store 8";"Electronics";"Apple";720,95;1;27
2023-05-22;"Store 3";"Grocery";"Trader Joe's";44,69;6;45
2023-06-08;"Store 4";"Grocery";"Whole Foods";49,18;13;51
2023-03-17;"Store 4";"Sports";"Spalding";193,46;6;18
2023-12-06;"Store 2";"Clothing";"Zara";435,53;10;33
2023-03-04;"Store 2";"Furniture";"Ashley";399,54;2;28
2023-04-06;"Store 4";"Grocery";"Target";62,35;1;37
2023-08-22;"Store 4";"Clothing";"Puma";542,33;5;28
2023-05-20;"Store 10";"Electronics";"Apple";596,32;2;53
2023-03-25;"Store 2";"Electronics";"Panasonic";279,85;1;49
2023-06-22;"Store 3";"Electronics";"Sony";951,7;1;46
2023-01-08;"Store 10";"Toys";"Fisher-Price";37,97;5;32
2023-01-28;"Store 2";"Grocery";"Walmart";53,82;14;55
2023-11-20;"Store 5";"Grocery";"Target";87,7;6;23
2023-07-17;"Store 8";"Grocery";"Walmart";27,32;3;38
2023-01-16;"Store 6";"Clothing";"H&M";175,31;10;34
2023-04-28;"Store 10";"Toys";"Hasbro";203,7;3;44
2023-08-31;"Store 9";"Electronics";"LG";890,3;3;33
2023-03-21;"Store 6";"Clothing";"Adidas";286,7;7;18
2023-09-08;"Store 10";"Toys";"Fisher-Price";208,77;6;27
2023-07-14;"Store 10";"Clothing";"Nike";431,04;1;41
2023-09-30;"Store 5";"Sports";"Reebok";316,26;8;39
2023-03-06;"Store 4";"Toys";"Nintendo";261,89;7;24
2023-02-08;"Store 5";"Sports";"Wilson";279,77;7;38
2023-01-21;"Store 1";"Electronics";"Panasonic";646,44;2;48
2023-11-10;"Store 9";"Grocery";"Walmart";21,28;7;37
2023-12-03;"Store 1";"Grocery";"Whole Foods";54,88;12;44
2023-02-19;"Store 10";"Grocery";"Whole Foods";27,85;14;60
2023-07-01;"Store 10";"Grocery";"Walmart";61,82;18;29
2023-05-04;"Store 2";"Electronics";"Samsung";665,04;3;29
2023-03-31;"Store 1";"Toys";"Nintendo";171,46;5;53
2023-12-17;"Store 1";"Grocery";"Target";96,98;11;22
2023-12-07;"Store 7";"Grocery";"Target";56,37;13;33
2023-03-10;"Store 7";"Grocery";"Whole Foods";28,43;1;24
2023-05-14;"Store 1";"Clothing";"H&M";408,89;1;42
2023-08-31;"Store 2";"Toys";"Fisher-Price";48,48;4;47
2023-02-13;"Store 1";"Grocery";"Whole Foods";83,98;16;35
2023-03-24;"Store 5";"Grocery";"Target";89,13;7;19
2023-09-27;"Store 3";"Clothing";"Puma";46,16;9;39
2023-09-16;"Store 5";"Grocery";"Target";48,56;18;25
2023-01-17;"Store 6";"Clothing";"H&M";298,14;6;20
2023-04-29;"Store 5";"Grocery";"Whole Foods";55,46;6;34
2023-05-19;"Store 5";"Electronics";"Apple";931,8;3;18
2023-10-30;"Store 2";"Toys";"Nintendo";194,03;2;39
2023-04-23;"Store 3";"Clothing";"Puma";270,22;4;47
2023-03-03;"Store 6";"Sports";"Reebok";204,6;2;33
2023-09-05;"Store 10";"Grocery";"Costco";62,05;11;27
2023-07-12;"Store 3";"Sports";"Decathlon";216,08;1;34
2023-09-25;"Store 1";"Clothing";"Puma";224,83;5;36
2023-08-26;"Store 2";"Sports";"Under Armour";336,21;7;18
2023-05-23;"Store 6";"Clothing";"Zara";348,32;9;22
2023-12-03;"Store 4";"Sports";"Decathlon";171,53;2;28
2023-01-07;"Store 2";"Grocery";"Costco";82,44;16;18
2023-01-28;"Store 1";"Toys";"Nintendo";119,58;5;34
2023-12-11;"Store 1";"Clothing";"Nike";357,71;2;24
2023-05-16;"Store 10";"Grocery";"Whole Foods";59,45;2;28
2023-10-25;"Store 4";"Clothing";"Adidas";322,47;10;49
2023-09-24;"Store 8";"Clothing";"Nike";194,76;10;42
2023-02-19;"Store 1";"Clothing";"Nike";254,14;9;46
2023-05-04;"Store 6";"Clothing";"Nike";443,8;2;32
2023-08-10;"Store 6";"Electronics";"Samsung";565,39;3;34
2023-03-09;"Store 5";"Toys";"Fisher-Price";154,02;1;31
2023-12-20;"Store 2";"Grocery";"Costco";59,72;3;52
2023-01-25;"Store 5";"Grocery";"Walmart";55,97;8;41
2023-11-24;"Store 10";"Grocery";"Trader Joe's";44,03;2;23
2023-03-29;"Store 9";"Grocery";"Walmart";37,24;4;48
2023-07-18;"Store 1";"Toys";"Hasbro";105,62;3;43
2023-02-02;"Store 5";"Grocery";"Trader Joe's";48,55;6;32
2023-02-04;"Store 9";"Furniture";"West Elm";903,71;2;33
2023-01-08;"Store 7";"Electronics";"LG";1216,65;1;50
2023-03-08;"Store 2";"Clothing";"H&M";412,18;4;39
2023-03-27;"Store 3";"Electronics";"Panasonic";630,79;2;54
2023-01-31;"Store 5";"Grocery";"Walmart";74,25;17;30
2023-11-07;"Store 6";"Toys";"Mattel";300,33;7;30
2023-07-25;"Store 1";"Electronics";"Panasonic";759,18;2;18
2023-08-19;"Store 6";"Grocery";"Costco";27,23;5;43
2023-02-21;"Store 1";"Clothing";"Zara";296,77;1;35
2023-11-04;"Store 7";"Sports";"Reebok";183,37;2;45
2023-01-04;"Store 2";"Clothing";"Zara";415,11;7;32
2023-03-05;"Store 7";"Electronics";"LG";977,67;3;18
2023-10-20;"Store 1";"Clothing";"Zara";423,14;5;18
2023-09-27;"Store 1";"Clothing";"Adidas";241,36;5;34
2023-04-30;"Store 5";"Sports";"Wilson";85,6;2;38
2023-03-06;"Store 2";"Grocery";"Trader Joe's";35,36;16;44
2023-02-04;"Store 9";"Electronics";"LG";721,53;2;35
2023-12-15;"Store 7";"Grocery";"Trader Joe's";44,06;14;44
2023-05-29;"Store 4";"Clothing";"Nike";302,88;1;18
2023-08-04;"Store 1";"Grocery";"Costco";84,36;18;46
2023-05-26;"Store 8";"Grocery";"Target";10;1;27
2023-02-06;"Store 2";"Toys";"Nintendo";190,14;8;39
2023-09-21;"Store 8";"Sports";"Under Armour";228,14;1;40
2023-10-12;"Store 8";"Grocery";"Target";58,82;5;29
2023-12-25;"Store 9";"Electronics";"Sony";1009,91;1;39
2023-07-13;"Store 10";"Clothing";"Puma";313,88;10;39
2023-10-20;"Store 4";"Furniture";"West Elm";920,69;1;18
2023-05-22;"Store 7";"Electronics";"Samsung";855,82;3;18
2023-03-17;"Store 6";"Clothing";"Zara";373,21;2;31
2023-01-04;"Store 1";"Sports";"Decathlon";109,46;8;32
2023-09-21;"Store 1";"Toys";"LEGO";191,75;4;31
2023-06-06;"Store 3";"Electronics";"Samsung";379,93;2;64
2023-02-17;"Store 1";"Grocery";"Trader Joe's";60,68;8;18
2023-11-12;"Store 6";"Grocery";"Trader Joe's";44,28;2;26
2023-08-06;"Store 6";"Furniture";"Wayfair";929,71;2;35
2023-09-25;"Store 8";"Clothing";"H&M";334,25;10;44
2023-12-19;"Store 2";"Sports";"Reebok";374,83;7;30
2023-06-01;"Store 9";"Clothing";"Puma";587,77;4;32
2023-03-15;"Store 9";"Clothing";"Adidas";376,58;5;18
2023-03-29;"Store 9";"Sports";"Wilson";239,18;1;27
2023-08-15;"Store 4";"Electronics";"Panasonic";757,59;3;47
2023-09-12;"Store 4";"Grocery";"Whole Foods";23,86;20;35
2023-01-19;"Store 4";"Clothing";"Nike";312,73;7;50
2023-08-17;"Store 8";"Toys";"Hasbro";209,03;3;33
2023-04-19;"Store 9";"Grocery";"Trader Joe's";57,6;15;29
2023-01-28;"Store 1";"Sports";"Decathlon";46,72;8;31
2023-01-07;"Store 9";"Clothing";"Adidas";269,47;8;43
2023-03-02;"Store 1";"Sports";"Spalding";207,17;1;40
2023-12-28;"Store 6";"Clothing";"H&M";361,21;10;45
2023-02-22;"Store 1";"Sports";"Spalding";208,37;6;44
2023-09-01;"Store 4";"Toys";"Nintendo";338,99;6;31
2023-11-01;"Store 2";"Clothing";"Adidas";83,72;1;39
2023-11-02;"Store 4";"Clothing";"Adidas";199,78;1;20
2023-07-02;"Store 7";"Toys";"Mattel";255,12;5;42
2023-06-10;"Store 3";"Clothing";"Nike";436,51;7;18
2023-10-03;"Store 5";"Toys";"Nintendo";153,04;6;36
2023-09-14;"Store 8";"Electronics";"Apple";503,4;1;44
2023-03-13;"Store 7";"Clothing";"Zara";313,95;5;27
2023-09-29;"Store 10";"Clothing";"Puma";284,94;4;62
2023-01-19;"Store 7";"Electronics";"Sony";395,23;1;43
2023-11-14;"Store 3";"Toys";"LEGO";177,88;3;27
2023-01-26;"Store 5";"Sports";"Spalding";235,9;3;32
2023-05-13;"Store 1";"Sports";"Wilson";117,7;3;20
2023-02-20;"Store 3";"Toys";"Mattel";216,65;1;70
2023-12-04;"Store 7";"Grocery";"Trader Joe's";68,02;11;40
2023-06-11;"Store 3";"Grocery";"Costco";42,71;20;25
2023-05-26;"Store 5";"Grocery";"Costco";59,78;12;65
2023-10-14;"Store 1";"Furniture";"IKEA";751,81;1;34
2023-02-12;"Store 2";"Grocery";"Target";70,43;16;23
2023-01-03;"Store 1";"Clothing";"H&M";155,03;4;38
2023-08-09;"Store 2";"Grocery";"Target";26,09;13;30
2023-11-05;"Store 5";"Toys";"Fisher-Price";178,48;8;36
2023-05-08;"Store 8";"Clothing";"H&M";394,9;7;48
2023-10-05;"Store 9";"Clothing";"Zara";575,72;8;67
2023-07-30;"Store 4";"Electronics";"Samsung";997,19;2;57
2023-09-11;"Store 6";"Clothing";"Adidas";383,73;2;49
2023-10-08;"Store 7";"Toys";"LEGO";27,73;6;48
2023-06-17;"Store 3";"Toys";"LEGO";102,53;8;39
2023-11-03;"Store 6";"Grocery";"Whole Foods";45,34;9;29
2023-07-04;"Store 1";"Grocery";"Trader Joe's";45,79;16;41
2023-09-30;"Store 6";"Grocery";"Walmart";49,34;5;32
2023-11-03;"Store 5";"Sports";"Decathlon";270,03;5;55
2023-01-07;"Store 2";"Toys";"Mattel";195,37;3;48
2023-04-30;"Store 3";"Sports";"Wilson";46,23;5;37
2023-09-13;"Store 3";"Electronics";"Panasonic";748,79;2;34
2023-03-31;"Store 4";"Grocery";"Costco";34,19;16;36
2023-12-01;"Store 3";"Clothing";"Adidas";379;1;39
2023-11-03;"Store 6";"Sports";"Wilson";308,43;3;51
2023-11-29;"Store 4";"Grocery";"Target";34,7;11;42
2023-07-29;"Store 10";"Grocery";"Trader Joe's";62,94;20;47
2023-03-31;"Store 7";"Grocery";"Whole Foods";32,16;7;28
2023-07-06;"Store 10";"Toys";"LEGO";140,41;1;38
2023-07-12;"Store 6";"Electronics";"LG";862,79;3;52
2023-07-21;"Store 2";"Grocery";"Walmart";44,18;6;36
2023-02-21;"Store 6";"Grocery";"Target";105,32;5;39
2023-10-17;"Store 9";"Grocery";"Costco";17,82;8;37
2023-02-10;"Store 7";"Furniture";"West Elm";724,74;1;33
2023-12-25;"Store 3";"Clothing";"Adidas";591,9;9;18
2023-06-02;"Store 10";"Sports";"Reebok";256,16;5;30
2023-06-03;"Store 2";"Electronics";"Sony";807,91;1;29
2023-06-04;"Store 4";"Sports";"Wilson";357,99;4;37
2023-05-02;"Store 3";"Grocery";"Target";50,74;9;31
2023-02-18;"Store 8";"Electronics";"LG";904,51;1;51
2023-01-09;"Store 4";"Sports";"Under Armour";346,58;6;53
2023-02-22;"Store 6";"Grocery";"Trader Joe's";61,19;5;29
2023-08-08;"Store 5";"Sports";"Reebok";275,26;8;44
2023-06-07;"Store 1";"Electronics";"Samsung";510,3;3;36
2023-02-01;"Store 3";"Grocery";"Target";45,16;18;37
2023-07-08;"Store 5";"Furniture";"IKEA";551,36;2;23
2023-02-06;"Store 4";"Grocery";"Target";40,72;4;21
2023-05-23;"Store 8";"Grocery";"Target";58,92;17;29
2023-09-02;"Store 8";"Grocery";"Costco";70,18;13;32
2023-03-13;"Store 5";"Clothing";"H&M";186,04;8;22
2023-07-02;"Store 10";"Sports";"Reebok";183,51;6;23
2023-08-01;"Store 6";"Sports";"Spalding";66,92;8;18
2023-03-18;"Store 9";"Clothing";"Zara";295,02;4;22
2023-07-26;"Store 8";"Grocery";"Walmart";65,69;1;36
2023-05-12;"Store 3";"Furniture";"Ashley";709,86;2;20
2023-04-07;"Store 4";"Clothing";"Adidas";337,66;7;44
2023-04-14;"Store 4";"Sports";"Decathlon";147,89;3;43
2023-11-04;"Store 8";"Grocery";"Costco";25,63;3;41
2023-08-18;"Store 9";"Toys";"Mattel";195,88;4;36
2023-02-20;"Store 9";"Sports";"Spalding";97,31;7;44
2023-01-18;"Store 2";"Electronics";"Apple";537,92;1;31
2023-03-20;"Store 7";"Clothing";"Zara";339,27;6;43
2023-02-08;"Store 4";"Grocery";"Walmart";65,85;9;38
2023-09-28;"Store 3";"Toys";"Mattel";190,65;7;35
2023-05-09;"Store 3";"Sports";"Spalding";272,24;8;27
2023-08-02;"Store 6";"Clothing";"Nike";364,3;4;36
2023-03-15;"Store 1";"Toys";"Nintendo";208,15;7;42
2023-01-19;"Store 6";"Grocery";"Walmart";39,2;11;36
2023-01-12;"Store 8";"Electronics";"LG";503,28;3;24
2023-08-29;"Store 7";"Sports";"Wilson";275,98;4;21
2023-08-03;"Store 9";"Toys";"Mattel";110,54;3;31
2023-10-09;"Store 1";"Sports";"Wilson";257,38;2;47
2023-01-22;"Store 5";"Sports";"Wilson";58,28;7;55
2023-11-04;"Store 9";"Sports";"Wilson";280,48;6;39
2023-10-04;"Store 5";"Grocery";"Trader Joe's";46,53;1;37
2023-01-15;"Store 4";"Clothing";"Zara";429,17;3;22
2023-02-20;"Store 10";"Toys";"Nintendo";138,1;8;42
2023-10-07;"Store 3";"Grocery";"Whole Foods";54,22;2;49
2023-07-15;"Store 1";"Sports";"Wilson";148,37;1;35
2023-12-14;"Store 9";"Grocery";"Target";48,04;10;32
2023-09-29;"Store 9";"Toys";"Mattel";327,15;3;29
2023-01-13;"Store 2";"Furniture";"Wayfair";1097,11;2;52
2023-11-01;"Store 10";"Sports";"Decathlon";112,3;3;35
2023-11-13;"Store 4";"Sports";"Wilson";205,58;7;44
2023-02-21;"Store 8";"Clothing";"Adidas";369,18;6;37
